,bean_country,cocoa_percent,ingredient_combination,memorable_characteristics,rating,total_ingredients
1654,Ecuador,0.72,BSCL,"sandy,rubber,spice,floral",3.0,4
1655,Ecuador,0.65,BSCL,"creamy,sweet,green",3.0,4
1656,Ecuador,0.6,BSCL,"floral,rubber,vanilla,metal",2.75,4
1658,Ecuador,0.7,BSCL,"waxy,sandy,floral",3.5,4
1659,Peru,0.7,BSCL,"light color,complex,molasses",4.0,4
1660,Ecuador,0.85,BSCL,"spice,mostly bitter",2.75,4
1661,Ecuador,0.7,BSCL,"creamy,spicy,cocoa",4.0,4
1662,Ecuador,0.7,BSCL,"creamy,green fruit,candied",3.75,4
1663,Ecuador,0.7,BSCL,"savory,smoke",3.5,4
1664,Ecuador,0.7,BSCL,"floral,green,tannic",3.25,4
1665,Colombia,0.7,BSCL,"complex,balanced",4.0,4
1666,Cuba,0.72,BSCVL,"creamy,tobacco,cocoa",3.75,5
1667,Haiti,0.7,BSCVL,"vanilla,sweet,gateway",3.5,5
1668,Vietnam,0.72,BSCVL,"molasses,tart,vegetal",3.25,5
1669,Madagascar,0.78,BS,"red fruit,intense,bright",3.75,2
1670,Trinidad and Tobago,0.7,BS,"mellow,fruit,brownie",3.75,2
1671,Multiple Countries,0.75,BS,"intense floral,slight wood",3.5,2
1672,Bolivia,0.72,BS,"vinegar,sour",2.75,2
1673,Ecuador,0.75,BS,"earth,nut,black pepper",2.75,2
1674,Vietnam,0.72,BS,"cocoa,melon,dairy",3.75,2
1675,Tanzania,0.72,BS,"rich cocoa,dried fruit",3.5,2
1676,Bolivia,0.7,BS,"slow,sweet,spicy",3.25,2
1677,Trinidad and Tobago,0.7,BS*,"maple,spicy,cocoa",3.25,2
1678,Belize,0.72,BS,"strawberry,savory",3.0,2
1679,Guatemala,0.7,BS,"fruit,off rubber",2.75,2
1680,Haiti,0.7,BS,"sticky,bold,nut,fig",3.5,2
1681,Peru,0.72,BS,"grape,pungent,off sour",2.75,2
1682,Dominican Republic,0.75,BS,"creamy,burnt rubber,off",2.75,2
1683,Peru,0.7,BS,"intense spicy,floral",3.5,2
1684,Fiji,0.76,BS,"intense,bitter,spicy",3.0,2
1685,Peru,0.71,BS,"sandy,fruit,cocoa,sour",3.5,2
1686,Belize,0.75,BS,"fig,sour,rubber",3.25,2
1687,Madagascar,0.76,BS,"fruit,sour,roast",3.25,2
1688,Dominican Republic,0.76,BS,"cocoa,earth,roast",3.25,2
1689,Philippines,0.76,BS,"burnt caramel,coffee",3.0,2
1690,Bolivia,0.76,BS,"harsh,tobacco,roast",2.75,2
1691,Multiple Countries,0.65,BSV,"mild nut,basic cocoa",3.5,3
1692,Dominican Republic,0.7,BS,"mild spice,grape",3.5,2
1693,Bolivia,0.7,BS,"gritty,wood,acidic",3.0,2
1694,Guatemala,0.7,BS,"intense,blackberry,acidic",3.5,2
1695,Tanzania,0.7,BS,"sour,earth,roast",3.25,2
1696,Colombia,0.75,BSC,"nut,roast,high astringent",3.0,3
1697,Guatemala,0.75,BSC,"fatty,wood,poor aftertaste",2.75,3
1698,Dominican Republic,0.75,BSC,"rubber,butter,soil",2.75,3
1699,Peru,0.7,BSCV,"gritty,earth,melon",2.75,4
1700,Peru,0.55,BSCV,"gritty,sweet,off",2.5,4
1701,Madagascar,0.7,BSC,"mild tart,wine,red fruit,long",4.0,3
1702,Madagascar,0.75,BSC,"simple red berry,rich,long",4.0,3
1703,Madagascar,0.67,BSC,"creamy,fruit forward,rich",3.5,3
1704,Venezuela,0.7,BSC,"earth,nut",3.5,3
1705,Multiple Countries,0.7,BSC,"smooth,red berry,cocoa",3.75,3
1706,Peru,0.67,BSC,"creamy,cocoa,grape",4.0,3
1707,Madagascar,0.64,BS*,"coarse,sweet,tart,earth",2.75,2
1708,Madagascar,0.73,BS*,"sticky,mild citrus,earth",2.25,2
1709,Dominican Republic,0.82,BSC,"coarse,earth,sweet",3.0,3
1710,Fiji,0.75,BS*C,"mild smoke,black licorice",3.0,3
1711,Peru,0.7,BSCL,"off aroma,anise,dried fruit",3.25,4
1712,Mexico,0.72,BSCVL,"mild tart,long,rich",4.0,5
1713,Venezuela,0.72,BSCVL,"rich cocoa,marshmallow",3.75,5
1714,Indonesia,0.72,BSCVL,"red fruit,smoke,sour",3.0,5
1715,Multiple Countries,0.7,BSCVL,"rich cocoa,tart citrus",4.0,5
1716,Madagascar,0.72,BSCVL,"tang,floral,spicy,cocoa",4.0,5
1717,Ecuador,0.72,BSCVL,"creamy,cocoa,grass",3.75,5
1718,Multiple Countries,0.85,BSCVL,"cinnamon,bitter aftertaste",3.5,5
1719,Brazil,0.72,BSCVL,"smoke,floral,mild",3.0,5
1720,Mexico,0.72,BSCVL,"bland,subtle dairy,burn",3.0,5
1721,Cuba,0.78,BSCVL,"chunky,rich,spicy",3.75,5
1722,Trinidad and Tobago,0.75,BSCVL,"berry note , sweet edge",3.25,5
1723,Venezuela,0.75,BSCVL,"strong vanilla,nut,spice",3.0,5
1724,Peru,0.85,BSCVL,"bitter,coffee,cocoa",3.0,5
1725,Cameroon,0.7,BSCVL,"mild fruit,wood",3.25,5
1726,Madagascar,0.76,BSCL,"powdery,roast,off flavor",3.0,4
1727,Cameroon,0.7,BSCL,"rich cocoa,off flavor",3.0,4
1728,Tanzania,0.7,BSC,"sweet,cream,cherry,rich",3.5,3
1729,India,0.73,BSC,"creamy,fruit,mocha",3.5,3
1730,Vietnam,0.7,BSC,"swiss miss,pistachio,rich",3.0,3
1731,Honduras,0.8,BSVL,"banana,earth end",2.5,4
1732,Ecuador,0.73,BS,"intense,floral,leather",3.5,2
1733,Madagascar,0.73,BS,"intense,dried fruit,roast",3.25,2
1734,Ecuador,0.73,BS,"tobacco,wood,rum",3.25,2
1735,Fiji,0.73,BS,"intense smoke,medicinal",2.5,2
1736,Nicaragua,0.8,BS,"chunky,dairy,nut,rich",3.25,2
1737,Nicaragua,0.8,BS,"dry,sandy,earth,leather",2.75,2
1738,Nicaragua,0.8,BSC,"metal,earth,pungent",2.75,3
1739,Nicaragua,0.8,BSC,"metal,molasses,roast",2.75,3
1740,Nicaragua,0.62,BSC,"coarse,earth,metal,sweet",2.5,3
1741,Bolivia,0.7,BSC,"sandy,dried fruit,earth",3.0,3
1742,Tanzania,0.7,BSC,"raisin,grape,tart",3.25,3
1743,Dominican Republic,0.7,BSC,"slight bitter,earth,fruit",3.0,3
1744,Peru,0.82,BSC,"dry,red berry,off note",2.75,3
1745,Dominican Republic,0.76,BSC,"molasses,banana,chemical",2.5,3
1746,Costa Rica,0.82,BS,"bright red fruit,smoke,powerful",3.75,2
1747,Costa Rica,0.7,BS,"grass,chewy,nibs add bitter",3.5,2
1748,Brazil,0.7,BS,"mint,candied",3.5,2
1749,Costa Rica,0.7,BS,"fudge,mild smoke",3.0,2
1750,Peru,0.7,BS,"grass,earth",2.75,2
1751,Venezuela,0.7,BS,"mild nut,cocoa,spice",3.75,2
1752,Dominican Republic,0.7,BS,"dense,rich,nuanced",3.75,2
1753,Colombia,0.7,BS,"marshmallow,distinct",4.0,2
1754,Uganda,0.75,BS,"light cocoa,dairy,faint cinnamon",3.75,2
1755,Jamaica,0.75,BSCL,"creamy,spicy",3.75,4
1756,Ecuador,0.8,BSCL,"vegetal,fruit,smoke",3.75,4
1757,Multiple Countries,0.75,BSCL,"tart,fruit,cocoa",3.5,4
1758,Brazil,0.75,BSCL,"creamy,fatty,burnt",3.0,4
1759,Vanuatu,0.75,BSCL,"smoke dominant,mild fruit",3.0,4
1760,Cuba,0.75,BSCL,"earth,tobacco,mushroom",3.0,4
1761,Multiple Countries,0.75,BSCL,"sandy,roast,cocoa",3.0,4
1762,Sao Tome and Principe,0.75,BSCL,"large nibs,spicy,cocoa",4.0,4
1763,Brazil,0.75,BSCL,"complex,herb,sour",3.5,4
1764,Madagascar,1.0,BC,"fatty,mild fruit,bitter,smoke",3.0,2
1765,Dominican Republic,0.75,BSCL,"sandy,sour",2.0,4
1766,Venezuela,0.75,BSCL,"creamy,burnt,ashy,lemon",2.0,4
1767,Venezuela,0.75,BSCL,"nut,red berry,rich",3.5,4
1768,Venezuela,0.75,BSCL,"burnt nut,subtle fruit",3.25,4
1769,Peru,0.75,BSC,"subdued,floral,nut,fatty",3.25,3
1770,Sao Tome and Principe,0.75,BSCL,"deep cocoa,fatty,mild ashy",3.5,4
1771,Tanzania,0.75,BSCL,"spicy,cocoa",3.5,4
1772,Ecuador,0.75,BSCL,"dried fruit,floral",3.5,4
1773,Trinidad and Tobago,0.75,BSCL,"tobacco,deep cocoa,slight burnt",3.25,4
1774,Ghana,0.75,BSCL,"rich cocoa,fatty,roast",3.25,4
1775,Papua New Guinea,0.75,BSCL,"complex,smoke,intense,ham",3.0,4
1776,Indonesia,0.75,BSCL,"fruit,wood,ashy,fatty",3.0,4
1777,Venezuela,0.75,BSCL,"roast,black licorice,rubber",3.0,4
1778,Madagascar,0.75,BSCL,"high acidity,roast,sour,chalky",3.0,4
1779,Colombia,0.75,BSCL,"sandy,coffee,sweet,roast",3.0,4
1780,Tanzania,0.75,BS*,"sour palm,rich cocoa,fruit",3.25,2
1781,Peru,0.75,BS*,"molasses,coffee,cocoa",3.25,2
1782,Vietnam,0.7,BS,"fruit,tart,fertilizer",2.75,2
1783,Madagascar,0.72,BSC,"long,mellow,butter",3.25,3
1784,Ecuador,0.75,BSC,"perfume,roasted caramel",3.0,3
1785,Venezuela,0.75,BSC,"nut,fuel,intense",2.75,3
1786,Ecuador,0.85,BSC,"floral,slight burnt,intense",2.75,3
1787,Grenada,0.7,BSC,"dark berry,mild floral",3.5,3
1788,Madagascar,0.74,BSC,"dairy,butterscotch,caramel",3.5,3
1789,Honduras,0.8,BSC,"chunky,earth,rubber",2.75,3
1790,Ecuador,0.77,BSC,"floral,grainy,deep cocoa",3.5,3
1791,Jamaica,0.75,BS,"sticky,mild,hay,honey",3.75,2
1792,Solomon Islands,0.72,BSC,dominant savory,3.25,3
1793,Venezuela,0.73,BSCL,"fatty,vanilla,orange",2.75,4
1794,Dominican Republic,0.65,BSCL,"peanut,soy,sunflower",3.75,4
1795,Vietnam,0.75,BSCL,"intense,fig,roast,citrus",3.5,4
1796,Philippines,0.66,BSCL,"spice,sunflower",3.5,4
1797,Ecuador,0.73,BSCL,"few grits,strong floral",3.25,4
1798,Papua New Guinea,0.75,BSCL,intense smoke,3.25,4
1799,Brazil,0.65,BSC,"muted,banana,hot cocoa",3.25,3
1800,Brazil,0.6,BSC,"sweet,intense banana",3.0,3
1801,Brazil,0.85,BSC,"mild bitter,banana,citrus",3.5,3
1802,Brazil,0.75,BSC,"sticky,intense,roast,fruit",3.25,3
1803,Brazil,0.8,BSC,"tannic,fruit,cocoa",3.25,3
1804,Brazil,0.55,BSC,"creamy,too sweet,sour",2.75,3
1805,Peru,0.7,BSC,"pungent,grape",3.0,3
1806,Peru,0.7,BSC,"bold,nut,floral,wine",3.75,3
1807,Peru,0.7,BSC,"grape,honey",4.0,3
1808,Peru,0.7,BSC,"intense plum,harsh wood",3.5,3
1809,Mexico,0.74,BSC,"waxy,gritty,spicy,ham",3.0,3
1810,Mexico,0.7,BSC,"gritty,waxy,leather",2.75,3
1811,Dominican Republic,0.85,BSC,"creamy,pasty,bitter,cocoa",3.5,3
1812,Madagascar,0.75,BSC,"gritty,sticky,candied",3.25,3
1813,Republic of the Congo,0.75,BSC,"refined,honey,rubber",2.75,3
1814,Peru,0.7,BSC,"pungent,green,citrus",3.0,3
1815,Haiti,0.7,BSC,basic cocoa,3.5,3
1816,Haiti,0.7,BSC,green,3.25,3
1817,Guatemala,0.7,BSCVL,"easter candy,burnt",2.75,5
1819,Peru,0.73,BS,"dried fruit,raisin,nut",3.5,2
1820,Peru,0.8,BS,"fruit,melon",3.25,2
1821,Peru,0.7,BS,"oily,intense vinegar",2.5,2
1822,Peru,0.75,BSC,"fatty,cocoa",3.25,3
1823,Tanzania,0.72,BSC,"creamy,complex,maple",3.75,3
1824,Peru,0.72,BSC,dominant spice,3.75,3
1825,Ecuador,0.72,BSC,"floral,malt,high astringent",3.5,3
1826,Dominican Republic,0.72,BSC,"floral,roasted cacao,dirt",3.5,3
1827,Nicaragua,0.72,BSC,"grass,earth,roast,dirt",3.5,3
1829,Ecuador,0.75,BSCL,"vanilla,dark roast,spicy",3.75,4
1830,Ecuador,0.67,BSCL,"creamy,caramel,dairy",3.5,4
1831,Ecuador,0.75,BSCL,"cinnamon,hazelnut,roast",3.0,4
1832,Ecuador,0.75,BSCL,"strong rubber,off chemical",2.5,4
1833,Ecuador,0.75,BSCL,"strong spice,earth green",3.25,4
1834,Costa Rica,0.75,BS,"dark berry,wood,astringent",3.5,2
1835,Madagascar,0.75,BS,"dark berry,tropical,nut",4.0,2
1836,Trinidad and Tobago,0.75,BS,"orange,heavy roast",3.5,2
1837,Ecuador,0.75,BS,"dried fruit,nut,bitter,roast",3.25,2
1838,Belize,0.75,BS,"thick,slow,pure",3.75,2
1839,Peru,0.75,BS,"intense,roast,spice",3.0,2
1840,Ecuador,0.85,BS,"mild bitter,wood,bourbon",3.5,2
1841,Multiple Countries,0.7,BS,"sticky,wood",3.5,2
1842,Ecuador,0.75,BS,"floral,bourbon,balanced",3.75,2
1843,Mexico,0.75,BSC,"smooth,coffee,rich cocoa",3.75,3
1844,Nicaragua,0.7,BS,"complex,honey,fruit,nut",3.5,2
1845,Trinidad and Tobago,0.8,BS,"rich brownie,dried fruit",3.5,2
1846,Madagascar,0.75,BSC,"tart fruit,roast",3.5,3
1847,Tanzania,0.72,BSC,"muted,heavy roast",3.0,3
1848,Fiji,0.7,BSC,"fatty,rubber,nut",2.5,3
1849,Peru,0.7,BSC,"fatty,rubber,off",2.5,3
1850,Costa Rica,0.7,BS,"dried fruit,intense",3.25,2
1851,Costa Rica,0.7,BS,"fatty,honey,slight sour",3.25,2
1852,Costa Rica,0.7,BS,"roast,coffee,intense",3.25,2
1853,Madagascar,0.75,BSCVL,"rich cocoa,nut",3.25,5
1854,Madagascar,0.68,BSCL,"basic cocoa,large nibs",3.25,4
1856,Madagascar,0.7,BS,"raisin,sour,roast",3.0,2
1857,Trinidad and Tobago,0.7,BS,"dry,honey,roast",3.0,2
1858,Dominican Republic,0.7,BS,"nut,earth,mild off note",2.75,2
1859,Jamaica,0.7,BS,"sandy,heavy roast,wood",2.75,2
1860,Venezuela,0.7,BS,"mint,sweet spice",3.5,2
1861,Peru,0.75,BS,"smooth,intense,fruit,complex",3.75,2
1862,Bolivia,0.75,BS,"rich brownie,roast,sour",3.0,2
1863,Ecuador,0.75,BS,"floral,bourbon,mocha",3.75,2
1864,Bolivia,0.75,BS,"smooth,banana,tart,roast",4.0,2
1865,Jamaica,0.75,BS,"intense,dark berry,spice",3.75,2
1866,Madagascar,0.7,BS,"creamy,heavy roast,citrus",3.5,2
1867,Dominican Republic,0.7,BS,"sticky,earth,smoke",3.5,2
1868,Venezuela,0.8,BS,"red fruit,intense,earth",3.75,2
1869,Venezuela,0.7,BS,"deep,rich,nut,roast",3.75,2
1870,Bolivia,0.75,BS,"roast,dried fruit,sour",3.25,2
1871,Honduras,0.75,BS,"robust,tart,roast",3.75,2
1872,Venezuela,0.73,BSC,"fatty,roast,coffee",3.5,3
1873,Venezuela,0.7,BSC,"uneven melt,cashew",3.5,3
1874,Sao Tome and Principe,0.77,BSC,"smoke,nut,fatty residue",2.75,3
1875,Venezuela,0.71,BSC,"intense,burnt,chemical",2.5,3
1876,Venezuela,0.84,BSC,"fatty,chemical,roast",2.5,3
1877,Madagascar,0.72,BSC,"butter,sour tang,off note",2.5,3
1878,Venezuela,0.76,BSC,"fatty,burnt,nut,vegetal",2.25,3
1879,Venezuela,0.73,BSC,"nut,chocolate,mellow",3.75,3
1880,Honduras,0.72,BS*C,"off note,vegetal,nibs",2.75,3
1881,Nicaragua,0.7,BSC,"complex,coarse,astringent",3.5,3
1882,Haiti,0.75,BSC,"cocoa base,spice",3.0,3
1888,Multiple Countries,0.69,BS*CV,"grass,maple",3.25,4
1889,Multiple Countries,0.83,BS*CV,"grass,strong bitter",2.75,4
1890,Brazil,0.7,BSCL,"creamy,vanilla,rich",3.5,4
1891,Ecuador,0.7,BSCL,"nut,spicy,floral",3.5,4
1892,Venezuela,0.7,BSCL,"nut,basic cocoa",3.5,4
1893,Ecuador,0.7,BSCL,"floral,spice",3.5,4
1894,Ecuador,0.7,BSCL,"few grits,basic,gateway",3.25,4
1895,Colombia,0.7,BSCVL,"rustic,cherry,marshmallow",3.75,5
1896,Colombia,0.65,BSCVL,"sweet,cherry,marshmallow",3.0,5
1897,Colombia,0.53,BSCVL,"too sweet,like candy",2.0,5
1898,Colombia,0.7,BSCVL,"sweet,marshmallow",3.0,5
1899,Colombia,0.75,BSL,"roast,rich cocoa,marshmallow",2.75,3
1900,Sao Tome and Principe,0.7,BSCVL,"perfume,vanilla",2.75,5
1901,Multiple Countries,0.7,BSCVL,"cherry,mild bitter",3.5,5
1902,Multiple Countries,0.62,BSCVL,"tobacco,sweet,dairy",3.0,5
1903,Multiple Countries,0.82,BSCVL,"dry,bitter,poor aftertaste",2.0,5
1904,Multiple Countries,0.68,BSCVL,"fruit,smoke,burnt",2.0,5
1905,Jamaica,0.7,BSCVL,"fresh nibs,chocolate base off",2.0,5
1906,Venezuela,0.75,BSCVL,"complex,strawberry,tart",3.75,5
1907,Multiple Countries,0.72,BSCVL,strong smoke tobacco,3.0,5
1908,Multiple Countries,0.62,BSCVL,"sweet,base cocoa",3.0,5
1909,Multiple Countries,0.75,BSCVL,"smooth,complex,cocoa base",3.0,5
1910,Multiple Countries,0.72,BSCVL,"grass,black pepper,smoke",3.0,5
1911,Ghana,0.65,BSCVL,"simple,delicate cocoa,long",4.0,5
1912,Brazil,0.68,BSCVL,"smooth,tart,earth",3.75,5
1913,Vietnam,0.72,BSCVL,"creamy,grass,banana,tart",3.75,5
1914,Madagascar,0.65,BSCVL,"clingy,subtle,tang,citrus",3.75,5
1915,Grenada,0.68,BSCVL,"smooth,grass,mint",3.5,5
1916,Papua New Guinea,0.68,BSCVL,"cherry,wine,rich,smoke",3.75,5
1917,Peru,0.78,BSCL,"banana,pear,spice,cheesy",4.0,4
1918,Dominican Republic,0.7,BS,"rustic,vegetal,earth",2.75,2
1919,Grenada,0.7,BS,"off,sweet,orange,rubber",2.75,2
1920,Tanzania,0.7,BS,"sticky,cherry,cocoa",3.25,2
1921,Dominican Republic,0.7,BS,"earth,mild fruit,sticky",3.0,2
1922,Honduras,0.7,BS,"dry,earth,surface mark",2.75,2
1923,Uganda,0.7,BS,"cocoa,roast,sticky",3.5,2
1924,Fiji,0.7,BS,"sharp,raw,metal",2.75,2
1925,Belize,0.7,BSC,full cocoa flavor,3.5,3
1926,Guatemala,0.7,BSC,"spicy,rich cocoa,sweet",3.0,3
1927,Colombia,0.7,BSC,"black pepper,astringent",3.0,3
1928,Belize,0.72,BS,"fruit,blueberry",3.25,2
1929,Ecuador,0.75,BS,"coffee,nut",3.0,2
1930,Papua New Guinea,0.73,BS,"chewy,smoke,fruit,cocoa",3.5,2
1931,Dominican Republic,0.74,BS,"grape,tang,cocoa",3.5,2
1932,Jamaica,0.72,BS,"sticky,dried fruit,smoke",3.25,2
1933,Venezuela,0.77,BS,"smoked ham,tang,berry",2.75,2
1934,United States,0.73,BSCV,"perfume,floral,chemical",2.5,4
1935,United States,0.73,BSCV,"sticky,earth,medicinal",2.0,4
1936,Peru,0.75,BSC,"strong spice,perfume,roast",3.5,3
1937,Peru,0.7,BSC,"earth,roast,vegetal",3.25,3
1938,Costa Rica,0.7,BSC,"gritty,bold,black pepper",3.5,3
1939,Costa Rica,0.82,BSC,"gritty,fatty,coffee",3.25,3
1941,Sao Tome and Principe,0.65,BSCSa,"nut,salt",3.25,4
1942,Brazil,0.6,BSCSa,"fatty,sweet,salt",3.25,4
1943,Belize,0.67,BSCSa,"fatty,cocoa,spicy",3.0,4
1944,Colombia,0.68,BSCSa,"fatty,salt,caramel",3.0,4
1945,Madagascar,0.67,BSC,"tart,sweet edge",3.75,3
1946,Madagascar,0.73,BSC,"intense fruit,mild sour",3.75,3
1947,Ecuador,0.73,BSC,"intense,rich,burnt,licorice",3.75,3
1948,Guatemala,0.73,BS*,"waxy,maple,flat",3.25,2
1949,Haiti,0.73,BS,"oily,medium roasted cocoa",3.25,2
1950,Madagascar,1.0,B,"creamy,tart,bitter",3.0,1
1951,Ecuador,1.0,B,"floral,bourbon,bitter",3.0,1
1952,Guatemala,0.73,BS,"waxy,earth,cocoa,roast",3.0,2
1953,Ecuador,0.73,BS,"rich cocoa,spicy",3.75,2
1954,Bolivia,0.73,BS,"sticky,raisin,fudge",3.5,2
1955,Tanzania,0.73,BS,"basic cocoa,gateway",3.5,2
1956,Peru,0.73,BS,"caramel,anise,dried fruit",3.75,2
1957,Nicaragua,0.72,BSC,"mild,nut,vanilla,cocoa",3.0,3
1958,Ghana,0.7,BSCV,"sweet,vanilla,cocoa,mold",2.75,4
1959,Ecuador,0.72,BSC,"creamy,pistachio,floral",4.0,3
1960,Tanzania,0.67,BSC,"bold cherry,rich cocoa",3.75,3
1961,Trinidad and Tobago,0.7,BSC,"cigar,tobacco,grass,spice",3.75,3
1962,Venezuela,0.7,BSC,"mild cacao,fruit note",3.75,3
1963,Madagascar,0.7,BSC,"few grits,bold,dark berry",3.5,3
1964,Papua New Guinea,0.65,BSC,"smoke,tart,astringent",3.5,3
1965,Madagascar,0.65,BSC,"few grits,sweet,orange",3.25,3
1966,Peru,0.67,BSC,"light brown,grits,floral",3.0,3
1967,Bolivia,0.72,BSC,"floral,intense,pungent",2.75,3
1968,Ecuador,0.7,BSC,"light color,creamy,peanut",4.0,3
1969,Venezuela,0.7,BSC,"creamy,fruit,cocoa",3.75,3
1970,Belize,0.7,BSC,"apple,mild cherry",3.75,3
1971,Australia,0.67,BSC,"delicate,smooth,dairy",3.75,3
1972,Guatemala,0.7,BSC,"gummy,fatty,earth",3.25,3
1973,Vietnam,0.7,BSC,"creamy,molasses,off note",3.0,3
1974,Dominican Republic,0.7,BSC,"cherry,rich chocolate",3.5,3
1975,Haiti,0.7,BSC,"complex,earth,melon",3.5,3
1976,Ecuador,0.68,BSC,"fudge then spicy,vanilla",3.25,3
1977,Madagascar,0.68,BSC,"mild cocoa,fruit",3.0,3
1978,Ghana,0.67,BSC,"perfume,strong chemical",1.5,3
1979,Indonesia,0.66,BS*C,"nut,fruit,cocoa",3.25,3
1980,India,0.7,BSC,"grass,ham",2.75,3
1981,Madagascar,0.72,BS,"tang,sour,intense",3.0,2
1982,Ecuador,0.7,BS,"intense,simple,floral,earth",3.5,2
1983,Dominican Republic,0.85,BS,"sticky,ham,bitter",2.75,2
1984,Peru,0.68,BS,"sticky,sandy,pungent",2.75,2
1985,Philippines,0.7,BSC,"intense,dirt,floral,medicinal",2.5,3
1986,Solomon Islands,0.7,BS,"sweet,roast,spicy",3.25,2
1987,Solomon Islands,0.75,BS,"spicy,roasted,fresh nibs",3.25,2
1988,Multiple Countries,0.7,BSC,"creamy,nut,cocoa",3.5,3
1989,Bolivia,0.7,BS,"intense,leather,cocoa",3.25,2
1990,Peru,0.7,BSC,"molasses,grape,sour",3.25,3
1991,Madagascar,0.7,BS,"dry,molasses,sour",3.0,2
1992,Venezuela,0.7,BS,"dairy,cheesy,molasses",3.0,2
1993,Uganda,0.7,BSC,"molasses,licorice,muted",3.0,3
1994,Tanzania,0.7,BSC,"sticky,strong molasses",3.25,3
1995,India,0.7,BSC,"molasses undertone,tang",3.25,3
1996,Madagascar,0.7,BSC,"subtle red berry,complex",3.75,3
1997,Venezuela,0.7,BSC,black tea,3.75,3
1998,Ghana,0.7,BSC,"earth,wood,vegetal",3.5,3
1999,Papua New Guinea,0.7,BSC,"smoke,mushroom,woodsy",3.5,3
2000,Dominican Republic,0.7,BSC,"sticky,few grits,mild fruit,sour",3.0,3
2001,Dominican Republic,0.7,BSC,"slow to develop,nut",3.0,3
2002,Multiple Countries,0.7,BSC,"complex,nut,dried fruit,earth",3.75,3
2003,Peru,0.64,BSC,"complex,spice,caramel,cocoa",4.0,3
2004,Multiple Countries,0.7,BSC,"strawberry,cocoa,nut",4.0,3
2005,Dominican Republic,0.7,BSC,"dried fruit,tart",3.75,3
2006,Bolivia,0.7,BSC,"earth,mild tannic,wood",3.5,3
2007,Venezuela,0.7,BSC,"strawberry,green mint",3.5,3
2008,Grenada,0.7,BSC,"super temper,astringent,burn",2.75,3
2009,Multiple Countries,0.7,BSC,"creamy,raisin,lemon",4.0,3
2010,Multiple Countries,0.7,BSC,"creamy,complex,peanut",4.0,3
2011,United States,0.7,BSC,"cranberry,cocoa",3.75,3
2012,Venezuela,0.7,BSC,"intense,rich burnt caramel",3.75,3
2013,Guatemala,0.7,BSC,"sandy,earth,tang wine",3.5,3
2014,Multiple Countries,0.7,BSC,"smoke,tobacco,black pepper",3.5,3
2015,Papua New Guinea,0.85,BSC,"mild smoke,fruit,mild burnt",3.5,3
2016,Haiti,0.7,BSC,"uneven,grass,roast",3.25,3
2017,Multiple Countries,0.88,BSC,"pronounced berry,mild smoke",4.0,3
2018,Venezuela,0.7,BSC,"delicate,nut,cocoa,dairy",4.0,3
2019,Multiple Countries,0.67,BSC,"roasted nut,burnt brownie",4.0,3
2020,Jamaica,0.7,BSC,"floral,berry,clove",4.0,3
2021,Dominican Republic,0.77,BSC,"smoke,burnt caramel,citrus",3.75,3
2022,Trinidad and Tobago,0.7,BSC,"creamy,brownie mix,roast",3.75,3
2023,Venezuela,0.7,BSC,"nut,chocolate ice cream",3.75,3
2024,Indonesia,0.7,BSC,"creamy,smoke,some fruit",3.25,3
2025,Multiple Countries,0.7,BSC,"grass,dairy,mild fatty",3.25,3
2026,Venezuela,0.7,BSC,"creamy,nut,roast",3.25,3
2027,Peru,0.7,BSC,"creamy,medicinal,mild fruit",2.75,3
2028,Peru,0.7,BSC,"creamy,sour orange",3.75,3
2029,Vanuatu,0.7,BSC,"creamy,smoke,rich cocoa",3.75,3
2030,Nicaragua,0.7,BSC,"basic chocolate,accessible",3.5,3
2031,Ecuador,0.8,BSC,"robust,nut,brownie",3.5,3
2032,Nicaragua,0.7,BSC,"spicy,woodsy",3.25,3
2033,Multiple Countries,0.7,BSC,"tart,mild sour",3.25,3
2034,Venezuela,0.75,BSC,"balanced,nut,strawberry",4.0,3
2035,Venezuela,0.7,BSC,"roasted nut,dried fruit",3.5,3
2036,Vietnam,0.7,BSC,"creamy,honey,blackberry",4.0,3
2037,Nicaragua,0.7,BSC,evolves black pepper to citrus,3.75,3
2038,Multiple Countries,0.75,BSC,"banana,nut",3.75,3
2039,Dominican Republic,0.62,BSC,"creamy,sweet,deep chocolate",3.5,3
2040,Madagascar,0.7,BSC,robust dark tropical fruit,3.5,3
2041,Brazil,0.7,BSC,"creamy,diluted,mild chocolate",3.5,3
2042,Ecuador,0.7,BSC,"nut,banana,harsh end",3.25,3
2043,Colombia,0.7,BSC,"creamy,honey,marshmallow",4.0,3
2044,Fiji,0.7,BSC,"creamy,roast,wood",3.25,3
2045,Madagascar,0.7,BSC,"creamy,acidic,balanced",4.0,3
2046,Venezuela,0.7,BSC,"nut,cocoa",4.0,3
2047,Haiti,0.7,BSC,"sweet edge,lemon,muted",3.0,3
2048,United States,0.7,BS,"intense,tannic,chocolate,earth",3.5,2
2049,Nicaragua,0.7,BS,"earth,dried fruit,complex",3.25,2
2050,Madagascar,0.7,BS,"tart,sour,basic",3.5,2
2051,Venezuela,0.75,BS,"dry,earth,roast",3.5,2
2052,Tanzania,0.8,BS,"sticky,mild fruit,brownie",3.5,2
2053,Dominican Republic,0.7,BS,"few grits,sweet,cocoa",3.25,2
